"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
12,5,15.7,1,13.4,23,4,40.5,1,3,1105,7,3.65,459.65,2
21,7,14.9,4,9,25,3.9,39.9,2,2,329,6,4.81,294.93,8
13,14,15.2,1,9.1,15,3.7,28.2,0,3,626,8,2,202.22,5
7,5,16.8,5,14.2,30,3.9,27.3,0,4,344,11,0.14,9.62,4
21,3,16.9,3,12.1,17,3.7,40.2,0,3,688,10,0.62,46.33,4
4,11,16.1,0,14.5,24,3.4,23.3,6,3,512,10,1.67,295.27,13
7,7,15,1,8.8,20,3.7,38.9,0,3,709,8,0.38,36.61,15
12,5,16.1,5,13.7,26,3.5,38.3,103,3,745,9,1.79,185.09,1
11,13,15.8,0,16.9,19,3.6,28.7,0,3,1026,8,2.73,278.91,4
17,5,15.8,3,11.8,19,3.6,49.2,0,3,855,10,3.74,180.42,9
20,3,17.7,5,16.7,22,4,31.2,0,4,787,11,0.7,69.85,15
13,14,16.3,2,13.3,14,3.6,34.3,0,4,417,10,0.82,83.04,2
12,10,18.1,1,14.8,16,3.7,27.2,0,2,852,6,1.42,244.54,14
5,6,15.8,5,7.5,18,4.1,35.6,1,2,782,7,2.33,201.35,8
5,2,17.1,4,15.1,28,4.2,23.6,1,4,458,11,5.85,490.48,11
21,5,15.5,3,10.5,23,3.7,35.9,16,3,343,8,3.94,267.09,6
2,7,16.5,3,11.3,21,3.9,20.4,5,4,453,11,5.55,502.85,14
16,11,17.1,1,11.3,20,4.1,27.4,0,3,762,11,0.68,52.03,1
7,2,17.2,5,14.7,25,3.8,17,19,4,742,11,5.5,520.64,15
21,13,14.9,4,9.7,22,3.9,19.5,1,3,527,7,2.11,84.92,15
7,7,15.4,1,9.6,12,3.8,29.4,2,2,945,7,4.08,488.06,15
16,4,16.3,0,16.9,20,3.7,41.6,0,2,336,7,0.44,38.62,12
12,5,15,0,10.7,18,4,20.3,1,2,793,7,4.99,574.68,6
11,13,15,3,7.7,19,3.9,41.6,1,2,865,7,1.33,189.33,7
5,3,15.6,0,11.8,26,3.6,52.6,45,2,974,7,0.46,48.17,15
24,2,16.2,4,10.5,27,3.7,36.4,1,4,1103,11,1.48,129.79,13
21,5,15.3,1,9.4,21,3.8,41.9,79,3,1015,9,3.54,343.38,6
16,4,15.8,4,8.5,26,3.5,36.4,104,3,667,9,1.62,108.03,1
2,8,16.1,0,11.9,16,3.8,46.7,0,1,369,7,1.12,27.9,9
12,14,15.6,0,16.6,17,3.8,27.9,41,2,819,8,3.82,552.38,1
16,4,15.1,3,11.9,17,3.9,46.3,0,3,763,7,0.37,58.05,1
16,14,15.8,2,14,18,3.5,37.5,1,3,559,10,1.96,237.01,14
23,13,15.4,1,11.7,11,3.4,33.8,29,3,734,10,5.88,513.3,13
17,13,15.6,3,12.8,17,3.7,47.9,30,4,790,10,7.05,461.43,9
5,13,14.8,1,8.4,21,4,41.2,18,3,644,6,2.74,218.81,15
24,1,16.6,6,12.3,24,3.3,47.3,18,4,1132,11,3.96,194.9,7
23,5,15,3,11.2,24,3.9,30.4,0,4,512,10,0.34,35.02,11
14,11,16.2,1,15,23,3.7,37.7,1,2,716,7,1.48,168.22,15
23,13,15.8,4,10.1,22,3.6,29.2,0,2,877,10,1.83,184.75,10
2,3,16.2,2,12.4,27,4,48.5,0,4,766,10,0.62,51.55,9
2,13,16.4,3,11.9,17,3.6,30.9,0,3,1004,11,2.55,255.22,14
14,14,15.4,1,11.9,15,3.7,39.8,0,3,636,9,2.67,396.38,15
17,11,16.7,0,11.7,15,3.9,40.2,0,3,850,10,0.77,58.62,9
5,11,17.6,0,13.7,15,4,40.7,0,3,773,9,1.25,80.71,11
16,13,16.2,3,15.9,20,3.7,38.6,0,4,1355,11,1.19,64,6
16,4,16.3,0,16.3,18,3.9,41.7,0,3,1138,7,0.69,81.8,12
23,13,15.2,3,9.2,15,4.2,46.8,0,4,341,10,0.12,16.91,11
12,14,15.8,3,11.6,20,3.9,16,23,3,828,10,6.29,781.86,1
23,13,15.6,6,7.2,20,3.8,39.9,3,2,562,8,2.86,247.91,7
21,2,17.7,5,16.5,21,3.6,29.6,1,4,579,11,3.08,271.01,11
21,5,15.8,3,15.8,16,4,38.6,53,2,756,7,1.81,135.57,10
21,13,15,1,11.8,21,3.5,33.4,0,2,404,7,0.48,52.89,8
11,7,14.6,5,11.4,15,3.8,33,2,2,1122,6,5.11,461.77,7
16,9,15.6,3,12.2,22,3.8,43.4,0,3,850,7,0.95,93.25,12
13,3,16,0,12.1,17,3.5,33.6,0,4,594,10,0.49,24.2,5
2,5,16.1,2,10.3,21,3.8,31.8,1,2,840,7,4.02,505.15,15
14,5,16.5,4,13.6,25,3.8,43.3,2,4,739,11,5.14,407.22,9
19,13,15.5,5,13.1,27,3.9,28.1,88,3,1214,8,4.26,302.12,13
7,5,17.7,5,14.7,19,3.3,21.8,1,2,538,6,3.51,338.37,15
5,5,18.1,2,17.3,21,3.9,27.8,1,2,1217,6,1.72,252.12,15
16,13,16,4,10.8,22,3.8,32.3,3,4,469,10,4.78,559.14,1
17,13,15.6,6,10.6,22,3.8,33.3,32,3,485,8,3.69,186.3,9
10,1,15.6,0,11.5,24,3.8,34.7,0,3,736,9,1.65,67.36,5
16,6,16.3,1,15.8,25,4,32.4,137,3,543,9,5.98,374.39,12
23,14,15.3,2,10.3,21,4,25.6,12,3,985,8,7.72,905.58,7
21,3,14.7,1,10.4,21,4.1,38.9,0,2,689,6,0.24,19.87,8
13,1,16.9,3,14.1,19,3.7,39.6,0,4,1308,11,0.3,20.45,5
23,11,16.3,1,13.7,21,4.1,26.4,22,4,300,10,4.92,418.41,7
21,5,17.2,3,15.3,28,3.8,44.1,0,2,412,6,1.2,99.72,8
21,2,15.9,1,14.5,17,3.5,41.3,2,2,796,10,3.54,457.18,11
16,7,16.2,1,13.2,22,3.9,33.6,0,3,1042,10,2.2,255.47,10
21,9,16.7,1,15.5,22,3.5,45.8,2,3,1076,9,4.28,386.81,8
19,6,16,4,13.5,23,4,33.7,0,3,1003,8,0.79,124.1,13
6,5,16.7,5,16.5,18,4,39,1,3,888,9,1.28,108.04,3
2,13,16.3,4,15.6,16,3.6,49.5,1,3,985,11,8.41,817.49,14
14,14,15.3,0,7.7,18,4.1,39.8,44,3,352,8,3.23,350.91,11
16,14,14.9,2,10.6,19,3.6,32.1,4,3,958,8,2.3,331.69,3
13,2,15.4,2,9.9,21,3.9,47.7,1,4,628,10,4.55,335.97,2
7,13,15,3,7.9,21,3.6,41.3,95,3,1366,9,3.99,303.4,4
23,6,16.1,5,12,25,3.1,38.5,3,3,478,10,2.22,244.55,7
16,3,15.9,1,11.7,24,3.5,38.9,0,3,788,9,1.02,67.38,3
16,1,16.3,3,15.6,19,3.6,31.4,61,3,749,9,2.7,263.83,14
24,13,15.2,2,11.4,22,4.1,53,9,2,716,8,0.3,273.51,13
8,7,16,0,12.6,25,3.6,36,1,3,1115,7,1.65,277.51,10
16,5,16.1,0,11.6,28,4.3,28.7,0,2,849,7,0.63,18.14,12
13,5,16.2,3,11.1,18,3.4,36.5,5,2,257,7,4.25,330.3,5
16,7,14.3,1,10.9,15,3.8,22.8,1,3,441,9,1.94,243.78,8
13,13,15.9,4,12.7,29,3.4,40.9,134,3,472,9,5,335.74,9
24,7,16.4,1,16.1,30,3.6,55.1,0,2,382,6,0.61,51.76,13
5,2,16.2,0,14.1,17,3.3,48.6,50,2,1505,7,2.05,116.46,11
24,7,15.7,2,12,28,4,22,0,3,406,9,0.31,37.67,13
14,2,17.5,5,9.8,27,3.9,36.2,3,3,892,11,5.33,543.22,15
16,8,15.2,0,9.7,18,3.5,38.6,1,3,524,9,1.33,317.75,14
2,11,15.3,2,14.7,23,3.8,34.1,0,2,821,7,1.02,114.05,9
13,13,16.1,4,12.6,25,3.9,37.5,1,2,375,7,2.2,254.76,9
12,5,15.4,2,12.9,22,3.5,40,8,3,1329,9,3.56,405.66,9
7,14,15.1,1,11.4,16,3.5,13.9,50,2,821,7,5.48,682.11,4
24,13,16.5,4,12.7,20,3.7,47.7,1,3,345,9,1.04,72.28,13
16,7,16.1,1,13.5,22,3.8,42.3,1,3,421,9,3.9,292.62,6
23,13,16,1,14.2,20,3.8,50.9,0,3,601,10,2.6,189.83,10
23,3,17.3,2,12.7,23,3.6,50.3,26,3,346,11,1.96,217.82,7
12,4,15,0,7.8,18,3.9,40.9,0,3,1144,9,2.43,265.36,9
12,5,15.5,6,12.8,23,3.9,38.8,31,2,595,7,1.99,192.38,1
9,5,14.6,3,11.2,25,3.7,47.6,0,2,1280,6,1.86,108.18,12
16,4,16,0,12.7,23,3.7,38.2,1,3,431,6,2.57,225.6,12
16,5,16.4,4,12.5,21,3.7,34.8,1,4,643,11,3.46,269.08,10
23,13,15.2,5,11.9,21,4,49,1,4,814,10,2.39,177.82,10
14,14,15.1,3,12.1,28,3.9,36.1,1,2,973,6,1.83,294.58,11
8,13,15.5,3,13,27,3.5,48.2,5,3,566,8,3.18,272.51,10
24,7,14.3,0,8.9,14,3.8,41.8,0,3,285,8,1.94,204.86,13
21,7,15,2,8.3,27,3.3,25.3,53,3,1069,8,4.12,466.31,8
21,5,16.1,4,10,21,3.7,41,0,4,550,11,0.51,17.98,8
2,5,15.2,3,9.3,19,4.1,38.3,0,4,363,10,0.67,56.1,1
21,7,14.8,3,9.4,29,3.5,37.1,0,3,655,9,0.87,81.07,10
7,14,15.7,3,11.7,18,3.7,20.9,30,3,1014,9,4.66,670.05,11
12,5,16.3,1,9.6,30,3.8,53.8,0,4,657,11,0.66,81.62,8
11,3,16.8,4,14.4,23,4.1,41.4,34,2,327,7,14.84,905.2,4
13,2,16.2,1,12.6,24,3.6,29.5,2,3,558,10,4.75,377.95,5
14,13,15.8,0,10.6,24,3.7,51.7,0,3,659,9,1.25,136.7,15
16,7,14.7,1,13.5,14,3.8,31.6,0,3,908,8,0.32,33.76,10
2,5,15.2,7,11.7,27,4.1,39.5,24,2,712,7,2.23,226.59,9
16,4,17.6,1,11.6,25,3.5,28.3,2,2,568,6,4.29,534.45,6
16,5,15.7,4,12.7,18,3.7,19.8,2,2,1218,7,9.34,960.69,2
13,2,16.8,3,14.7,28,3.7,37.5,1,3,924,9,6.73,620.04,9
2,7,16.3,0,11.5,12,3.8,28.6,0,3,660,10,0.12,13.81,14
16,14,15.3,1,11.4,19,3.8,45.9,0,2,793,7,0.18,24.91,3
23,5,15.6,3,11.4,16,3.8,24,0,4,912,9,0.77,122.55,10
19,14,14.8,4,12.2,24,4,18.5,0,3,376,8,1.2,38.59,13
21,11,16,0,12.2,27,4.2,27.1,0,3,965,8,0.45,40.28,4
21,2,16.6,2,15,19,3.9,48,0,4,635,10,1.76,177.98,11
12,8,15.4,3,9.7,28,3.4,34.5,0,2,543,6,0.24,50.18,14
16,1,15.9,0,13,19,3.9,42.3,0,3,1234,9,1.97,79.58,3
23,13,15.5,1,11.6,17,3.9,31.6,28,3,551,10,2.69,301.18,7
7,13,17.9,4,18.7,27,3.8,32.5,3,2,1297,6,3.21,364.06,11
5,13,15.9,1,11.7,23,3.7,38.1,9,3,1106,9,1.12,171.46,15
18,3,16.1,6,12.5,21,3.4,30.6,12,3,563,10,3.44,49.19,13
14,13,15.1,1,9.3,26,3.5,29.5,1,3,420,8,2.07,269.13,15
23,13,16,2,11.2,26,3.6,35,116,3,726,9,4.08,369.6,7
21,13,16.6,3,9.6,22,3.5,29,0,3,492,10,1.46,142.59,8
16,4,16.5,4,12.3,13,3.7,51.2,0,4,524,11,1.61,35.48,10
3,13,16.3,5,13.9,27,3.8,30.5,4,3,939,9,2.89,236.01,13
14,7,16,0,16.8,22,3.6,39.9,64,3,1051,8,9.53,970.12,7
7,5,15.8,1,11,15,3.5,39.9,0,4,1103,10,0.77,78.83,15
14,11,16.7,1,16.4,25,4.1,37.2,1,4,637,10,1.62,161.5,9
21,7,14.7,1,10.1,17,3.6,22.4,19,3,693,7,4.23,464.29,6
23,6,16.1,5,14.3,24,3.8,35.8,4,3,703,8,2.39,164.59,7
20,2,16.5,0,11.4,17,4.2,11,8,3,479,10,0.25,926.36,7
21,3,16.2,2,9.5,20,3.7,24.7,0,4,726,10,0.68,106.71,8
21,4,16,4,11.9,24,3.6,34.5,0,2,577,6,0.89,97.78,4
6,14,15.4,1,11,28,4,25.9,0,3,603,9,0.9,114.75,3
16,7,15,2,10.2,15,3.6,34.3,2,3,778,9,10.2,1063.6,6
12,14,15.3,0,15.4,16,4,32.2,69,3,529,8,1.48,191.77,1
21,7,15,4,9.5,22,3.5,18.5,2,1,675,6,10.84,957.84,11
12,12,16.6,4,17.5,34,3.8,21.9,0,3,559,10,0.43,93.6,14
16,13,15.8,1,10.8,18,3.7,29.1,1,3,784,9,2.23,157.68,10
24,11,16.1,1,14.6,20,3.8,42.5,0,4,1154,10,1.44,51.98,13
21,13,15.9,1,14.3,21,3.7,34.2,3,4,756,10,4.59,459.58,11
16,8,15.2,0,10.8,23,3.8,52.2,0,3,700,9,1.31,134.03,10
16,1,19.1,1,19.7,23,4,30,0,2,495,6,2.03,244.65,10
7,5,16,6,13.6,18,4.1,38.1,21,3,821,7,4.73,373.28,15
16,13,15.4,3,14.9,20,3.8,36.6,7,3,940,9,2.46,190.99,8
20,11,16.1,2,12.1,19,3.4,46.4,1,3,281,10,1.11,153.09,15
1,11,15.2,3,14.4,14,3.7,37.6,0,3,567,8,0.13,14.67,5
7,4,16.9,3,12.9,20,4,56.4,0,4,665,11,0.89,16.79,4
21,13,17,2,14.9,23,4,45.4,0,4,1530,10,2.2,200.41,11
14,2,16.8,1,13.2,24,3.5,26.8,4,4,573,11,2.72,189.42,11
2,14,14.6,3,8.3,24,3.8,33.9,0,4,640,10,0.51,67.22,1
18,1,17,4,14.7,19,3.9,52.9,0,5,806,11,0.43,45.63,9
12,4,15.6,4,9.1,25,3.9,36.1,0,2,550,7,0.35,18.13,3
19,13,16,2,12.2,20,4,52.9,1,3,477,8,1.62,139.91,5
19,2,15.2,1,10.4,26,4,35.8,0,2,794,9,1.58,75.28,13
21,11,15.6,2,10.5,24,3.8,32.5,0,3,936,8,4.18,302.11,8
21,11,16.2,0,16.1,16,3.5,46.4,0,3,838,10,1.62,139.59,12
5,13,16.1,2,13.1,26,3.8,40.4,107,2,495,9,4.22,340.56,15
12,4,15,0,13.1,20,4,36.5,0,3,344,9,0.93,94.11,9
2,5,15.5,5,10,23,3.8,28.7,2,2,532,6,6.78,717.54,9
16,4,15.3,3,11.8,24,3.6,34,0,3,1074,7,1.63,120.64,6
19,8,15.6,3,10.2,25,4,38,4,4,901,9,4,371.89,5
21,3,19.1,2,16.6,24,3.8,43,0,2,742,6,0.77,91.42,8
5,2,16.7,4,15.9,24,3.8,35.4,22,3,748,10,5.18,531.99,15
19,2,15.2,2,12.2,16,3.9,28.5,0,3,1027,9,2.13,171.83,13
12,8,17.7,3,15.3,17,3.7,27.3,1,4,527,11,4.13,494.4,14
2,8,16.2,3,12.4,27,3.7,33.9,0,3,585,10,0.51,36.26,14
24,7,14.4,3,12.5,26,3.7,44.2,0,3,638,8,1.9,116.43,13
5,2,17.6,0,13.4,17,3.7,24.2,0,3,310,9,0.72,42.05,11
16,5,15.4,1,9.4,22,3.3,26.9,4,2,875,6,6.11,831.32,14
21,7,15.5,1,14.1,11,3.8,47.4,0,3,503,10,0.86,56.69,8
19,5,16.3,1,12.2,14,3.7,37.2,27,3,484,7,2.1,239.45,13
16,1,17.1,4,14.8,22,3.6,35.3,1,4,923,11,0.55,48.02,10
16,14,15.4,2,12.3,21,3.7,35.7,3,3,971,9,2.45,171.04,3
23,5,15.1,0,10.4,25,4.1,28.5,1,2,561,8,2.35,152.2,10
7,5,16.1,3,12.2,14,3.6,38.4,132,2,628,9,7.22,754.9,4
2,5,15.9,2,15,28,3.8,49.4,0,3,638,10,0.64,53.08,15
12,12,15.9,0,14.4,19,3.4,41.6,0,3,847,8,0.22,10.74,3
16,12,16,0,8.9,12,4,42.8,1,3,816,8,0.67,102.98,12
16,2,15.2,2,14.5,28,3.4,38.7,0,2,733,8,0.37,45.67,9
3,4,15.9,4,12,19,3.4,46.3,0,3,808,7,1.27,14.44,13
21,13,16,0,9.4,14,4,40.8,1,4,1067,8,0.65,162.59,11
16,14,15.5,1,12.3,18,3.6,30.1,5,3,709,9,2.73,359,10
16,4,18.1,4,16,22,4,38.1,0,2,629,6,0.98,8.51,12
16,8,16.2,3,14.6,17,4,37.1,0,4,533,11,2.41,324.06,14
22,11,17.7,2,17.7,21,3.6,14.8,1,4,592,11,3.02,240.5,2
16,7,17.5,1,12.1,23,4.1,33.6,1,2,882,6,2.36,503.16,6
5,7,16.3,0,12.4,14,3.8,35.5,0,3,759,9,2.77,267.67,10
19,13,16.3,3,15.7,23,3.2,28.1,0,4,406,11,1.98,104.61,13
14,11,16,1,10.1,15,3.7,35.7,0,3,579,7,1.54,202.69,1
21,14,15.1,1,11.2,23,3.7,33.4,32,3,602,10,4.93,671.42,4
16,5,15.8,0,8.1,19,3.8,36.1,0,3,794,9,0.46,141.31,3
2,5,15.2,3,13.9,24,4,30.3,0,2,421,7,0.93,150.91,15
21,5,15.8,3,13.3,25,4.2,35.8,1,2,630,7,2.36,192.73,11
12,4,15.5,1,10.3,25,3.7,38.6,0,3,1438,9,0.74,100.47,6
13,13,16.4,4,14.9,18,3.9,45,0,2,1073,6,3.06,268.37,9
7,5,16.4,2,14,24,3.8,42.3,87,3,260,8,0.91,105.35,15
2,2,17.2,5,19.6,18,3.6,29.8,13,3,374,11,1.99,218.21,1
13,4,16.1,1,10,20,3.4,35.9,1,3,568,7,2.27,135.95,7
13,14,14.7,1,11,18,3.9,33.6,0,3,254,8,1.01,137.15,5
16,1,17,4,17.4,20,2.9,25.2,0,4,459,11,2.53,64.05,12
8,7,15.8,1,11.6,19,3.5,33,0,3,1354,7,1.43,102.61,10
5,13,16.4,5,14.6,28,3.9,38.1,0,4,711,11,2.6,186.37,15
13,14,16,0,15.8,15,3.7,34.1,1,4,563,11,3.16,334.01,5
14,11,16.2,1,13.5,24,3.8,28.1,1,3,560,7,4.29,472.29,15
24,13,15.8,4,13.1,16,3.4,32.9,2,2,1108,7,5.21,385.03,13
16,4,15.7,0,12.4,25,3.9,33.3,0,3,646,7,1.06,32.61,12
12,4,14.8,1,12.2,20,3.9,18.2,84,3,453,8,2.91,172.66,9
24,14,14.8,1,10.7,21,3.3,29.9,56,3,902,9,3.35,378.28,13
21,2,15.6,1,13.3,18,3.4,42.6,0,2,394,7,1.25,68.2,11
11,2,15.8,2,12.4,13,4,35.7,1,3,707,7,6.59,469.3,4
3,5,16.7,2,14.6,22,3.9,25.5,0,3,675,9,1.14,64.96,13
22,11,16.8,3,12.9,26,3.6,38.9,0,3,591,9,0.16,35.33,2
5,12,16.1,2,10.1,18,3.9,45.5,0,4,251,10,0.37,31.33,10
14,8,15.6,3,9.5,22,3.5,28.1,1,3,554,10,0.57,54.88,9
9,5,15.5,3,11.4,22,3.8,25.4,47,2,739,7,8.99,974.99,12
19,2,16.4,3,15,22,3.8,32.8,30,2,865,7,5.86,401.56,13
19,14,14.3,2,13,24,3.8,41,0,3,993,8,1.88,133.06,9
16,13,15.8,1,12.6,25,3.5,23.2,0,3,722,9,0.46,44.72,10
21,2,16.4,3,11.9,26,3.8,37.1,1,3,1497,11,1.94,214.38,11
16,13,15.9,3,12.6,25,3.8,37.5,3,3,436,9,0.77,58.07,10
19,5,15.7,0,11.1,11,3.7,45,0,3,740,10,1.54,64.69,5
12,14,15,2,11.4,19,3.8,43,2,4,835,10,1.93,204.19,6
16,14,14.5,2,10.8,24,3.6,55.5,0,3,645,9,1.24,118.65,10
2,5,16,4,14.5,20,4,31.6,1,3,543,8,2.93,266.11,1
12,14,15.3,1,12.6,23,3.3,26,72,3,756,9,5.58,714.9,10
5,3,16.9,1,17.5,26,3.9,36.6,0,4,698,10,1.04,68.09,15
12,14,15.2,2,11.9,21,3.6,8.7,61,4,562,10,3.3,699.5,3
4,10,15.6,2,12.5,24,3.8,37.8,0,4,449,10,0.96,45.09,13
6,5,16.2,1,13.9,26,4,31.3,3,3,698,7,4.47,488.44,3
24,7,16.2,3,11.7,25,4,25.3,3,5,606,11,2.7,240.35,7
21,14,15.3,3,13.2,25,3.5,32.2,0,3,926,7,1.39,118.04,11
24,13,15.2,5,13.1,19,3.7,35.2,0,2,763,7,3.68,215.32,13
19,13,16.2,2,15.3,27,3.9,43.5,0,3,1068,10,1.66,109.52,9
13,11,16.5,2,13,20,3.9,22.9,24,3,466,10,1.45,152.39,5
7,13,15.2,1,11.5,18,4,37.6,0,3,570,8,0.47,138.22,11
16,7,15.6,1,11.6,22,4.2,29.7,1,3,621,8,1.38,282.6,6
21,13,15.7,1,11.6,21,3.9,29,7,3,524,8,3.74,413.6,8
7,2,16.6,3,15.9,21,3.5,46.2,0,3,938,10,0.8,26.56,11
16,7,16,0,11.9,9,3.6,44.1,0,3,386,8,1.47,75.37,6
16,7,15.9,0,13,20,4,22.3,1,2,651,7,1.99,219.4,6
16,7,15.3,0,13.7,18,4,25.3,30,4,429,10,1.51,207.59,10
13,3,16,0,14.5,20,3.6,35.9,0,3,1433,8,0.36,30.36,5
12,5,16.4,0,11.8,22,3.8,31.4,1,3,291,7,3,285,2
21,5,16.1,1,15.2,20,3.7,40.9,0,3,480,7,0.59,63.75,8
16,13,15.4,3,12.8,22,3.7,32.5,0,4,874,9,2.32,124.91,1
12,8,16.1,1,13.9,16,3.8,37.2,0,2,637,7,1.61,219.47,14
16,4,16.1,4,8.8,28,3.8,23.3,4,3,600,9,10.63,995.86,6
12,4,16.4,3,14,22,4,36.7,1,4,335,11,2.71,248.51,2
24,3,15.6,0,10.4,18,3.8,47.6,0,2,681,7,0.41,15.24,13
19,7,15.5,0,12.5,24,3.9,47.3,0,2,800,7,0.71,41.91,13
12,4,15,4,10.7,21,4,42.6,1,2,1163,6,3.55,305.48,9
10,5,14.9,0,11.1,24,3.7,35.9,2,2,818,7,2.75,302.72,3
9,11,15.2,1,12.1,25,3.6,34.8,0,2,641,8,0.22,37.34,12
14,14,15.2,2,10.5,30,3.8,26.9,46,3,890,7,5.53,490.29,9
24,13,15.3,3,13.6,21,3.8,27.3,101,3,878,8,2.06,258.2,7
16,4,14.8,0,11.7,20,4.1,37.8,0,2,932,7,1.35,72.42,12
16,5,15.6,0,11,19,3.8,27.4,1,3,993,7,1.37,383.84,12
16,7,15.6,1,13.3,26,3.9,14.4,33,2,296,7,8.26,918.26,6
16,3,15,1,11.5,25,3.7,40.7,0,3,678,9,0.48,31.91,10
18,3,16.2,6,12.8,27,3.6,46.7,13,3,1047,10,3.25,64.36,13
14,2,16,0,14.3,23,3.6,28.9,31,4,792,8,3.15,406.91,15
23,13,16.1,1,16,19,3.6,30.4,7,3,753,9,9.72,882.16,7
16,14,15.3,3,13.8,28,3.7,30.5,1,3,384,7,5.52,516.37,1
24,14,15.1,0,12.9,21,3.7,47.7,40,3,863,9,1.98,109.15,9
2,13,16.3,5,12.5,25,3.8,39.2,0,3,469,11,1.63,205.24,9
7,13,15.5,5,17.4,26,4,34.3,0,3,602,10,2.42,117.26,15
12,14,16,2,16.5,17,3.8,45.4,0,2,210,8,1.3,134.29,5
7,7,15.4,0,8.4,15,3.7,37.6,0,3,897,9,3.35,346.65,15
16,4,15,0,7,13,3.9,38.4,1,3,493,8,5.97,311.2,12
24,2,15.7,1,10.4,20,3.7,37.7,5,3,512,8,2.04,233.9,13
5,5,16.6,4,12.5,28,3.9,36.8,11,4,1268,11,1.25,222.14,10
13,2,17.1,4,17.6,25,3.6,34,1,2,353,7,3.8,196.39,9
15,13,16.4,0,10.4,24,3.8,38.4,0,4,964,9,0.31,4.05,1
11,2,16.2,4,10.8,24,3.9,43,0,3,1017,10,2.74,197.81,4
14,11,15.6,1,15.2,22,3.8,30.3,0,3,558,9,1.62,229.14,9
21,13,16.6,2,14.2,22,3.4,36.1,1,3,676,10,1.03,123.01,8
14,5,16.4,4,12.7,20,3.8,46.4,0,2,643,6,1.26,93.3,15
22,13,15.5,6,11.4,20,3.4,34.4,106,2,244,8,4.67,368,2
2,14,16.3,4,13.8,19,3.3,28.1,0,2,428,7,0.34,21.32,1
3,3,15.8,0,13.7,28,4,21.3,1,3,540,9,1.59,102,13
14,13,15.7,0,10.4,12,3.6,51.1,65,3,1258,9,1.1,59.7,9
7,7,15.1,0,12.6,15,3.5,26.2,18,3,563,8,3.22,453.81,15
2,7,15.2,0,11,26,4.1,28.6,93,2,725,8,0.98,87.74,10
23,11,16.1,2,11.6,18,3.7,31.1,1,3,242,9,3.24,318.87,7
24,5,16.1,1,5.7,21,3.9,33.2,2,3,381,10,5.82,483.51,9
23,11,16.8,0,14,17,3.7,39.8,63,2,632,8,3.44,395.26,11
23,2,15.4,7,10.7,28,3.7,32.5,1,3,703,6,2.78,264.15,7
12,5,15.2,1,12.3,24,3.7,38.1,0,3,526,9,0.94,63.04,1
16,14,15.4,1,11,21,2.9,35.1,22,3,920,8,3.01,346.55,2
16,5,15.5,2,13.8,15,3.9,43.2,1,2,792,8,1.69,136.33,11
1,11,16.4,2,13.9,28,3.7,32.9,23,3,1037,10,2.84,346.72,13
24,6,17.7,6,16,27,3.7,47.4,0,3,1064,11,1.4,108.24,7
23,13,15.8,3,13.5,29,3.9,41.8,1,3,794,10,2.28,201.46,7
19,5,15.5,0,13.6,20,3.8,29.6,1,2,576,7,1.19,93.89,5
19,5,14.9,0,8.5,20,4.2,23.7,25,2,615,7,1.29,135.12,13
7,5,16.3,1,6.8,19,4.2,26.7,1,3,900,7,6.21,764.04,4
23,13,15.3,0,12.6,20,4,25.4,9,3,782,8,4.92,493.09,7
12,1,16.6,3,15.6,22,3.8,29.6,0,2,693,7,0.66,107.86,1
16,9,15.1,2,12.6,20,3.7,41.9,2,3,752,9,2.38,278.76,10
16,13,16.4,3,13,27,3.8,39.2,0,4,544,11,1.16,100.18,10
13,11,16.2,3,15,19,3.6,40.7,0,4,611,11,0.16,19.2,5
21,7,15.5,0,10.4,21,3.8,23.4,48,3,944,8,8.25,788.6,6
24,12,15.7,0,8.7,22,3.4,25.4,0,2,866,8,1.52,136.94,9
21,13,15.4,3,12.6,19,3.9,41.3,1,3,550,9,5.32,496.19,8
5,3,16.4,0,12.6,24,3.9,26,2,3,1295,11,1.51,163.46,15
14,2,15.7,4,16,24,4.1,33.9,0,4,386,9,2.01,238.2,15
16,14,15,2,10.5,24,3.7,27.8,0,3,742,8,0.23,40.37,14
12,11,16,1,9.3,13,2.8,37.9,119,3,543,8,2.44,267.33,1
11,5,15.2,3,12.8,15,3.3,39.8,3,2,790,7,10.79,778.68,4
24,11,15.7,2,12.1,20,3.7,39.9,0,3,492,8,0.43,31.9,9
6,14,15.9,1,10.9,17,3.7,30.2,41,2,1175,8,2.84,281.01,15
14,13,15.6,6,10.7,26,3.7,29.4,1,3,524,7,2.38,241.04,9
16,7,15.2,3,12.4,25,3.7,31.9,0,3,221,8,1.86,143.84,10
17,14,15.6,3,12.1,13,3.7,29.3,0,3,368,8,2,155.86,9
2,7,14.9,1,13.5,22,3.7,28.6,0,2,625,6,0.33,25.58,14
7,14,16.1,2,10.3,17,4,52.8,2,3,804,10,1.9,250.63,11
21,13,15.9,0,12.6,21,4,25.2,41,3,941,10,7.64,824.78,15
13,13,16.1,3,12,20,4,26.2,1,4,522,11,3.35,292.59,5
22,13,15.6,5,13,23,3.7,36.8,2,2,713,8,1.51,175.46,2
21,11,15.7,0,14.1,22,4,33.7,0,2,783,8,0.18,24.94,10
16,14,15.6,2,15.2,23,3.5,36.4,57,3,864,8,5.12,551.29,14
